File names of the ground truth images in PHISWID.,Corresponding file names (including directory info) for depth images in the large-scale RGB-D database.
3265room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160233_depth_vi.png
3266room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160236_depth_vi.png
3267room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160249_depth_vi.png
3268room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160309_depth_vi.png
3269room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160322_depth_vi.png
3270room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160338_depth_vi.png
3271room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160403_depth_vi.png
3272room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160420_depth_vi.png
3273room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160443_depth_vi.png
3274room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160457_depth_vi.png
3275room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160538_depth_vi.png
3276room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160541_depth_vi.png
3277room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160549_depth_vi.png
3278room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160557_depth_vi.png
3279room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160615_depth_vi.png
3280room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160635_depth_vi.png
3281room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160648_depth_vi.png
3282room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160658_depth_vi.png
3283room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160707_depth_vi.png
3284room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160715_depth_vi.png
3285room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160733_depth_vi.png
3286room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160740_depth_vi.png
3287room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160834_depth_vi.png
3288room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160857_depth_vi.png
3289room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160908_depth_vi.png
3290room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160916_depth_vi.png
3291room.png,train/HR/02.Cafe/depth_vi/in_03_160128_160923_depth_vi.png
3292room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161022_depth_vi.png
3293room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161033_depth_vi.png
3294room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161046_depth_vi.png
3295room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161101_depth_vi.png
3296room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161111_depth_vi.png
3297room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161129_depth_vi.png
3298room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161144_depth_vi.png
3299room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161159_depth_vi.png
3300room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161212_depth_vi.png
3301room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161223_depth_vi.png
3302room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161231_depth_vi.png
3303room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161240_depth_vi.png
3304room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161254_depth_vi.png
3305room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161317_depth_vi.png
3306room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161421_depth_vi.png
3307room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161444_depth_vi.png
3308room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161726_depth_vi.png
3309room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161727_depth_vi.png
3310room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161731_depth_vi.png
3311room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161732_depth_vi.png
3312room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161741_depth_vi.png
3313room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161745_depth_vi.png
3314room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161754_depth_vi.png
3315room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161758_depth_vi.png
3316room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161801_depth_vi.png
3317room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161808_depth_vi.png
3318room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161816_depth_vi.png
3319room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161834_depth_vi.png
3320room.png,train/HR/02.Cafe/depth_vi/in_03_160128_161848_depth_vi.png
3321room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163601_depth_vi.png
3322room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163620_depth_vi.png
3323room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163730_depth_vi.png
3324room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163746_depth_vi.png
3325room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163807_depth_vi.png
3326room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163912_depth_vi.png
3327room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163925_depth_vi.png
3328room.png,train/HR/02.Cafe/depth_vi/in_03_160128_164000_depth_vi.png
3329room.png,train/HR/02.Cafe/depth_vi/in_03_160128_164841_depth_vi.png
3330room.png,train/HR/02.Cafe/depth_vi/in_03_160204_142342_depth_vi.png
3331room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143029_depth_vi.png
3332room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143344_depth_vi.png
3333room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143512_depth_vi.png
3334room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143616_depth_vi.png
3335room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143618_depth_vi.png
3336room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143719_depth_vi.png
3337room.png,train/HR/02.Cafe/depth_vi/in_03_160204_144513_depth_vi.png
3338room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145531_depth_vi.png
3339room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145628_depth_vi.png
3340room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145646_depth_vi.png
3341room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145908_depth_vi.png
3342room.png,train/HR/02.Cafe/depth_vi/in_03_160204_150205_depth_vi.png
3343room.png,train/HR/02.Cafe/depth_vi/in_03_160204_150238_depth_vi.png
3344room.png,train/HR/02.Cafe/depth_vi/in_03_160204_151051_depth_vi.png
3345room.png,train/HR/02.Cafe/depth_vi/in_03_160204_152204_depth_vi.png
3346room.png,train/HR/02.Cafe/depth_vi/in_03_160204_152248_depth_vi.png
3347room.png,train/HR/02.Cafe/depth_vi/in_03_160217_171711_depth_vi.png
3348room.png,train/HR/02.Cafe/depth_vi/in_03_160217_171738_depth_vi.png
3349room.png,train/HR/02.Cafe/depth_vi/in_03_160217_172614_depth_vi.png
3350room.png,train/HR/02.Cafe/depth_vi/in_03_160217_173030_depth_vi.png
3351room.png,train/HR/02.Cafe/depth_vi/in_03_160217_174408_depth_vi.png
3352room.png,train/HR/02.Cafe/depth_vi/in_03_160217_175140_depth_vi.png
3353room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180329_depth_vi.png
3354room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180414_depth_vi.png
3355room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180733_depth_vi.png
3356room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180851_depth_vi.png
3357room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180914_depth_vi.png
3358room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180958_depth_vi.png
3359room.png,train/HR/03.Classroom/depth_vi/in_00_160321_124349_depth_vi.png
3360room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145146_depth_vi.png
3361room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145235_depth_vi.png
3362room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145350_depth_vi.png
3363room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145442_depth_vi.png
3364room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145637_depth_vi.png
3365room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145939_depth_vi.png
3366room.png,train/HR/03.Classroom/depth_vi/in_01_160128_150623_depth_vi.png
3367room.png,train/HR/03.Classroom/depth_vi/in_01_160128_151742_depth_vi.png
3368room.png,train/HR/03.Classroom/depth_vi/in_01_160128_151925_depth_vi.png
3369room.png,train/HR/03.Classroom/depth_vi/in_01_160128_155320_depth_vi.png
3370room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163002_depth_vi.png
3371room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163108_depth_vi.png
3372room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163248_depth_vi.png
3373room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163543_depth_vi.png
3374room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163912_depth_vi.png
3375room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164008_depth_vi.png
3376room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164119_depth_vi.png
3377room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164213_depth_vi.png
3378room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164323_depth_vi.png
3379room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164923_depth_vi.png
3380room.png,train/HR/03.Classroom/depth_vi/in_01_160128_165041_depth_vi.png
3381room.png,train/HR/03.Classroom/depth_vi/in_01_160215_162003_depth_vi.png
3382room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163133_depth_vi.png
3383room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163334_depth_vi.png
3384room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163500_depth_vi.png
3385room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165835_depth_vi.png
3386room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165919_depth_vi.png
3387room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165959_depth_vi.png
3388room.png,train/HR/03.Classroom/depth_vi/in_01_160215_170817_depth_vi.png
3389room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171009_depth_vi.png
3390room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171153_depth_vi.png
3391room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171212_depth_vi.png
3392room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172015_depth_vi.png
3393room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172050_depth_vi.png
3394room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172458_depth_vi.png
3395room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172647_depth_vi.png
3396room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172727_depth_vi.png
3397room.png,train/HR/03.Classroom/depth_vi/in_02_160122_142911_depth_vi.png
3398room.png,train/HR/03.Classroom/depth_vi/in_02_160122_142946_depth_vi.png
3399room.png,train/HR/03.Classroom/depth_vi/in_02_160122_143140_depth_vi.png
3400room.png,train/HR/03.Classroom/depth_vi/in_02_160122_143858_depth_vi.png
3401room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144008_depth_vi.png
3402room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144404_depth_vi.png
3403room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144418_depth_vi.png
3404room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144732_depth_vi.png
3405room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144829_depth_vi.png
3406room.png,train/HR/03.Classroom/depth_vi/in_02_160122_145433_depth_vi.png
3407room.png,train/HR/03.Classroom/depth_vi/in_02_160122_150801_depth_vi.png
3408room.png,train/HR/03.Classroom/depth_vi/in_02_160122_150924_depth_vi.png
3409room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151036_depth_vi.png
3410room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151259_depth_vi.png
3411room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151332_depth_vi.png
3412room.png,train/HR/03.Classroom/depth_vi/in_02_160122_152457_depth_vi.png
3413room.png,train/HR/03.Classroom/depth_vi/in_02_160127_134939_depth_vi.png
3414room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135000_depth_vi.png
3415room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135139_depth_vi.png
3416room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135212_depth_vi.png
3417room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135300_depth_vi.png
3418room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135357_depth_vi.png
3419room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135445_depth_vi.png
3420room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135502_depth_vi.png
3421room.png,train/HR/03.Classroom/depth_vi/in_02_160202_143141_depth_vi.png
3422room.png,train/HR/03.Classroom/depth_vi/in_02_160202_143623_depth_vi.png
3423room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144152_depth_vi.png
3424room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144424_depth_vi.png
3425room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144603_depth_vi.png
3426room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144904_depth_vi.png
3427room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145053_depth_vi.png
3428room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145154_depth_vi.png
3429room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145734_depth_vi.png
3430room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145832_depth_vi.png
3431room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150123_depth_vi.png
3432room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150525_depth_vi.png
3433room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150907_depth_vi.png
3434room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151439_depth_vi.png
3435room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151518_depth_vi.png
3436room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151912_depth_vi.png
3437room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152459_depth_vi.png
3438room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152519_depth_vi.png
3439room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152958_depth_vi.png
3440room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153241_depth_vi.png
3441room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153352_depth_vi.png
3442room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153508_depth_vi.png
3443room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100454_depth_vi.png
3444room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100608_depth_vi.png
3445room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100733_depth_vi.png
3446room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101619_depth_vi.png
3447room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101753_depth_vi.png
3448room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101921_depth_vi.png
3449room.png,train/HR/03.Classroom/depth_vi/in_02_160203_102000_depth_vi.png
3450room.png,train/HR/03.Classroom/depth_vi/in_02_160203_102429_depth_vi.png
3451room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103222_depth_vi.png
3452room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103321_depth_vi.png
3453room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103433_depth_vi.png
3454room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103545_depth_vi.png
3455room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104209_depth_vi.png
3456room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104302_depth_vi.png
3457room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104501_depth_vi.png
3458room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104826_depth_vi.png
3459room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104905_depth_vi.png
3460room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104921_depth_vi.png
3461room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105029_depth_vi.png
3462room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105240_depth_vi.png
3463room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105421_depth_vi.png
3464room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105529_depth_vi.png
3465room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110154_depth_vi.png
3466room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110259_depth_vi.png
3467room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110335_depth_vi.png
3468room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110357_depth_vi.png
3469room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110409_depth_vi.png
3470room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110456_depth_vi.png
3471room.png,train/HR/03.Classroom/depth_vi/in_02_160321_154802_depth_vi.png
3472room.png,train/HR/03.Classroom/depth_vi/in_02_160321_164720_depth_vi.png
3473room.png,train/HR/03.Classroom/depth_vi/in_03_160126_103803_depth_vi.png
3474room.png,train/HR/03.Classroom/depth_vi/in_03_160126_103859_depth_vi.png
3475room.png,train/HR/03.Classroom/depth_vi/in_03_160126_104056_depth_vi.png
3476room.png,train/HR/03.Classroom/depth_vi/in_03_160126_121941_depth_vi.png
3477room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122103_depth_vi.png
3478room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122414_depth_vi.png
3479room.png,train/HR/03.Classroom/depth_vi/in_03_160126_123607_depth_vi.png
3480room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133800_depth_vi.png
3481room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133815_depth_vi.png
3482room.png,train/HR/03.Classroom/depth_vi/in_03_160126_134038_depth_vi.png
3483room.png,train/HR/03.Classroom/depth_vi/in_03_160126_140241_depth_vi.png
3484room.png,train/HR/03.Classroom/depth_vi/in_03_160215_150655_depth_vi.png
3485room.png,train/HR/03.Classroom/depth_vi/in_03_160220_124508_depth_vi.png
3486room.png,train/HR/03.Classroom/depth_vi/in_03_160220_145439_depth_vi.png
3487room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153237_depth_vi.png
3488room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153525_depth_vi.png
3489room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153618_depth_vi.png
3490room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153949_depth_vi.png
3491room.png,train/HR/03.Classroom/depth_vi/in_03_160220_155238_depth_vi.png
3492room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160253_depth_vi.png
3493room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160606_depth_vi.png
3494room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160815_depth_vi.png
3495room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162734_depth_vi.png
3496room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162806_depth_vi.png
3497room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162852_depth_vi.png
3498room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162933_depth_vi.png
3499room.png,train/HR/03.Classroom/depth_vi/in_03_160220_163501_depth_vi.png
3500room.png,train/HR/03.Classroom/depth_vi/in_03_160220_174212_depth_vi.png
3501room.png,train/HR/04.Church/depth_vi/in_01_160225_154816_depth_vi.png
3502room.png,train/HR/04.Church/depth_vi/in_01_160225_154614_depth_vi.png
3503room.png,train/HR/04.Church/depth_vi/in_01_160225_154653_depth_vi.png
3504room.png,train/HR/04.Church/depth_vi/in_01_160225_154935_depth_vi.png
3505room.png,train/HR/04.Church/depth_vi/in_01_160225_155149_depth_vi.png
3506room.png,train/HR/04.Church/depth_vi/in_01_160225_155305_depth_vi.png
3507room.png,train/HR/04.Church/depth_vi/in_01_160225_160701_depth_vi.png
3508room.png,train/HR/04.Church/depth_vi/in_01_160225_160724_depth_vi.png
3509room.png,train/HR/04.Church/depth_vi/in_01_160225_160818_depth_vi.png
3510room.png,train/HR/04.Church/depth_vi/in_01_160225_160836_depth_vi.png
3511room.png,train/HR/04.Church/depth_vi/in_01_160225_160912_depth_vi.png
3512room.png,train/HR/04.Church/depth_vi/in_01_160225_161034_depth_vi.png
3513room.png,train/HR/04.Church/depth_vi/in_01_160225_161041_depth_vi.png
3514room.png,train/HR/04.Church/depth_vi/in_01_160225_161127_depth_vi.png
3515room.png,train/HR/04.Church/depth_vi/in_01_160225_161241_depth_vi.png
3516room.png,train/HR/04.Church/depth_vi/in_01_160225_162021_depth_vi.png
3517room.png,train/HR/04.Church/depth_vi/in_01_160225_162159_depth_vi.png
3518room.png,train/HR/04.Church/depth_vi/in_01_160225_162527_depth_vi.png
3519room.png,train/HR/04.Church/depth_vi/in_01_160225_162750_depth_vi.png
3520room.png,train/HR/04.Church/depth_vi/in_01_160225_163014_depth_vi.png
3521room.png,train/HR/04.Church/depth_vi/in_01_160225_163240_depth_vi.png
3522room.png,train/HR/04.Church/depth_vi/in_02_160128_130817_depth_vi.png
3523room.png,train/HR/04.Church/depth_vi/in_02_160128_130857_depth_vi.png
3524room.png,train/HR/04.Church/depth_vi/in_02_160128_131011_depth_vi.png
3525room.png,train/HR/04.Church/depth_vi/in_02_160128_131119_depth_vi.png
3526room.png,train/HR/04.Church/depth_vi/in_02_160128_131225_depth_vi.png
3527room.png,train/HR/04.Church/depth_vi/in_02_160128_132101_depth_vi.png
3528room.png,train/HR/04.Church/depth_vi/in_02_160128_132202_depth_vi.png
3529room.png,train/HR/04.Church/depth_vi/in_02_160128_132250_depth_vi.png
3530room.png,train/HR/04.Church/depth_vi/in_02_160128_132331_depth_vi.png
3531room.png,train/HR/04.Church/depth_vi/in_02_160128_132431_depth_vi.png
3532room.png,train/HR/04.Church/depth_vi/in_02_160128_132452_depth_vi.png
3533room.png,train/HR/04.Church/depth_vi/in_02_160128_132605_depth_vi.png
3534room.png,train/HR/04.Church/depth_vi/in_02_160128_132703_depth_vi.png
3535room.png,train/HR/04.Church/depth_vi/in_02_160128_132815_depth_vi.png
3536room.png,train/HR/04.Church/depth_vi/in_02_160128_135527_depth_vi.png
3537room.png,train/HR/04.Church/depth_vi/in_02_160128_135603_depth_vi.png
3538room.png,train/HR/04.Church/depth_vi/in_02_160128_135629_depth_vi.png
3539room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145412_depth_vi.png
3540room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145414_depth_vi.png
3541room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145455_depth_vi.png
3542room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145504_depth_vi.png
3543room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145509_depth_vi.png
3544room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145654_depth_vi.png
3545room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145733_depth_vi.png
3546room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145756_depth_vi.png
3547room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145814_depth_vi.png
3548room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145828_depth_vi.png
3549room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150127_depth_vi.png
3550room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150138_depth_vi.png
3551room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150149_depth_vi.png
3552room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150559_depth_vi.png
3553room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150626_depth_vi.png
3554room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150637_depth_vi.png
3555room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150711_depth_vi.png
3556room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151643_depth_vi.png
3557room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151743_depth_vi.png
3558room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151809_depth_vi.png
3559room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151823_depth_vi.png
3560room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151834_depth_vi.png
3561room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151851_depth_vi.png
3562room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151902_depth_vi.png
3563room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151911_depth_vi.png
3564room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151920_depth_vi.png
3565room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151928_depth_vi.png
3566room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151940_depth_vi.png
3567room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151949_depth_vi.png
3568room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152118_depth_vi.png
3569room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152128_depth_vi.png
3570room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152132_depth_vi.png
3571room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152247_depth_vi.png
3572room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152253_depth_vi.png
3573room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123934_depth_vi.png
3574room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123940_depth_vi.png
3575room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123947_depth_vi.png
3576room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123954_depth_vi.png
3577room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_124029_depth_vi.png
3578room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125038_depth_vi.png
3579room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125047_depth_vi.png
3580room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125103_depth_vi.png
3581room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125238_depth_vi.png
3582room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125331_depth_vi.png
3583room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125540_depth_vi.png
3584room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125543_depth_vi.png
3585room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125546_depth_vi.png
3586room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125555_depth_vi.png
3587room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125638_depth_vi.png
3588room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125653_depth_vi.png
3589room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125657_depth_vi.png
3590room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125702_depth_vi.png
3591room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125707_depth_vi.png
3592room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125709_depth_vi.png
3593room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125713_depth_vi.png
3594room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125729_depth_vi.png
3595room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125807_depth_vi.png
3596room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125818_depth_vi.png
